DateTime, MainStage, SubStage, MetaData, CPU (%), Used Memory (MB), Max Heap (MB)
Wed Sep 10 10:03:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.15, 4294.97
Wed Sep 10 10:03:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.16, 4294.97
Wed Sep 10 10:03:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.16, 4294.97
Wed Sep 10 10:03:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.17, 4294.97
Wed Sep 10 10:03:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.17, 4294.97
Wed Sep 10 10:03:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.18, 4294.97
Wed Sep 10 10:03:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.18, 4294.97
Wed Sep 10 10:03:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.19, 4294.97
Wed Sep 10 10:03:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.19, 4294.97
Wed Sep 10 10:03:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.20, 4294.97
Wed Sep 10 10:03:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.20, 4294.97
Wed Sep 10 10:03:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.21, 4294.97
Wed Sep 10 10:03:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.21, 4294.97
Wed Sep 10 10:03:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.22, 4294.97
Wed Sep 10 10:03:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.22, 4294.97
Wed Sep 10 10:03:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.23, 4294.97
Wed Sep 10 10:03:19 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 270.23, 4294.97
Wed Sep 10 10:03:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.24, 4294.97
Wed Sep 10 10:03:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.24, 4294.97
Wed Sep 10 10:03:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.25, 4294.97
Wed Sep 10 10:03:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.25, 4294.97
Wed Sep 10 10:03:24 IST 2025, Tagging ..., <not set>, <not set>, 1.28, 270.26, 4294.97
Wed Sep 10 10:03:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.27, 4294.97
Wed Sep 10 10:03:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.27, 4294.97
Wed Sep 10 10:03:27 IST 2025, Tagging ..., <not set>, <not set>, 0.27, 270.28, 4294.97
Wed Sep 10 10:03:28 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 270.28, 4294.97
Wed Sep 10 10:03:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.29, 4294.97
Wed Sep 10 10:03:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.29, 4294.97
Wed Sep 10 10:03:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.29, 4294.97
Wed Sep 10 10:03:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.30, 4294.97
Wed Sep 10 10:03:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.31, 4294.97
Wed Sep 10 10:03:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.31, 4294.97
Wed Sep 10 10:03:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.32, 4294.97
Wed Sep 10 10:03:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.32, 4294.97
Wed Sep 10 10:03:37 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.33, 4294.97
Wed Sep 10 10:03:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.33, 4294.97
Wed Sep 10 10:03:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.34, 4294.97
Wed Sep 10 10:03:40 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.34, 4294.97
Wed Sep 10 10:03:41 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.35, 4294.97
Wed Sep 10 10:03:42 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.35, 4294.97
Wed Sep 10 10:03:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.36, 4294.97
Wed Sep 10 10:03:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.36, 4294.97
Wed Sep 10 10:03:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.37, 4294.97
Wed Sep 10 10:03:46 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.37, 4294.97
Wed Sep 10 10:03:47 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.38, 4294.97
Wed Sep 10 10:03:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.38, 4294.97
Wed Sep 10 10:03:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.39, 4294.97
Wed Sep 10 10:03:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.39, 4294.97
Wed Sep 10 10:03:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.40, 4294.97
Wed Sep 10 10:03:52 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.40, 4294.97
Wed Sep 10 10:03:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.41, 4294.97
Wed Sep 10 10:03:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.42, 4294.97
Wed Sep 10 10:03:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.42, 4294.97
Wed Sep 10 10:03:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.42, 4294.97
Wed Sep 10 10:03:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.43, 4294.97
Wed Sep 10 10:03:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.43, 4294.97
Wed Sep 10 10:04:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.44, 4294.97
Wed Sep 10 10:04:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.45, 4294.97
Wed Sep 10 10:04:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.45, 4294.97
Wed Sep 10 10:04:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.46, 4294.97
Wed Sep 10 10:04:04 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.46, 4294.97
Wed Sep 10 10:04:05 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.47, 4294.97
Wed Sep 10 10:04:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.47, 4294.97
Wed Sep 10 10:04:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.48, 4294.97
Wed Sep 10 10:04:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.48, 4294.97
Wed Sep 10 10:04:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.49, 4294.97
Wed Sep 10 10:04:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.49, 4294.97
Wed Sep 10 10:04:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.50, 4294.97
Wed Sep 10 10:04:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.50, 4294.97
Wed Sep 10 10:04:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.51, 4294.97
Wed Sep 10 10:04:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.51, 4294.97
Wed Sep 10 10:04:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.52, 4294.97
Wed Sep 10 10:04:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.52, 4294.97
Wed Sep 10 10:04:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.53, 4294.97
Wed Sep 10 10:04:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.53, 4294.97
Wed Sep 10 10:04:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.54, 4294.97
Wed Sep 10 10:04:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.54, 4294.97
Wed Sep 10 10:04:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.55, 4294.97
Wed Sep 10 10:04:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.56, 4294.97
Wed Sep 10 10:04:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.56, 4294.97
Wed Sep 10 10:04:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.56, 4294.97
Wed Sep 10 10:04:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.57, 4294.97
Wed Sep 10 10:04:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.57, 4294.97
Wed Sep 10 10:04:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.58, 4294.97
Wed Sep 10 10:04:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.58, 4294.97
Wed Sep 10 10:04:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.59, 4294.97
Wed Sep 10 10:04:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.60, 4294.97
Wed Sep 10 10:04:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.60, 4294.97
Wed Sep 10 10:04:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.61, 4294.97
Wed Sep 10 10:04:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.61, 4294.97
Wed Sep 10 10:04:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.62, 4294.97
Wed Sep 10 10:04:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.62, 4294.97
Wed Sep 10 10:04:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.62, 4294.97
Wed Sep 10 10:04:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.63, 4294.97
Wed Sep 10 10:04:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.64, 4294.97
Wed Sep 10 10:04:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.64, 4294.97
Wed Sep 10 10:04:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.65, 4294.97
Wed Sep 10 10:04:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.65, 4294.97
Wed Sep 10 10:04:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.66, 4294.97
Wed Sep 10 10:04:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.66, 4294.97
Wed Sep 10 10:04:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.67, 4294.97
Wed Sep 10 10:04:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.67, 4294.97
Wed Sep 10 10:04:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.68, 4294.97
Wed Sep 10 10:04:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.68, 4294.97
Wed Sep 10 10:04:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.69, 4294.97
Wed Sep 10 10:04:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.69, 4294.97
Wed Sep 10 10:04:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.70, 4294.97
Wed Sep 10 10:04:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.70, 4294.97
Wed Sep 10 10:04:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.71, 4294.97
Wed Sep 10 10:04:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.71, 4294.97
Wed Sep 10 10:04:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.72, 4294.97
Wed Sep 10 10:04:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.72, 4294.97
Wed Sep 10 10:04:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.73, 4294.97
Wed Sep 10 10:04:57 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.73, 4294.97
Wed Sep 10 10:04:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.74, 4294.97
Wed Sep 10 10:04:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.75, 4294.97
Wed Sep 10 10:05:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.75, 4294.97
Wed Sep 10 10:05:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.76, 4294.97
Wed Sep 10 10:05:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.76, 4294.97
Wed Sep 10 10:05:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.76, 4294.97
Wed Sep 10 10:05:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.77, 4294.97
Wed Sep 10 10:05:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.77, 4294.97
Wed Sep 10 10:05:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.78, 4294.97
Wed Sep 10 10:05:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.79, 4294.97
Wed Sep 10 10:05:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.79, 4294.97
Wed Sep 10 10:05:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.80, 4294.97
Wed Sep 10 10:05:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.80, 4294.97
Wed Sep 10 10:05:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.81, 4294.97
Wed Sep 10 10:05:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.81, 4294.97
Wed Sep 10 10:05:13 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.82, 4294.97
Wed Sep 10 10:05:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.82, 4294.97
Wed Sep 10 10:05:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.83, 4294.97
Wed Sep 10 10:05:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.83, 4294.97
Wed Sep 10 10:05:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.84, 4294.97
Wed Sep 10 10:05:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.84, 4294.97
Wed Sep 10 10:05:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.85, 4294.97
Wed Sep 10 10:05:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.85, 4294.97
Wed Sep 10 10:05:21 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 270.86, 4294.97
Wed Sep 10 10:05:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.86, 4294.97
Wed Sep 10 10:05:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.87, 4294.97
Wed Sep 10 10:05:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.87, 4294.97
Wed Sep 10 10:05:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.88, 4294.97
Wed Sep 10 10:05:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.88, 4294.97
Wed Sep 10 10:05:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.89, 4294.97
Wed Sep 10 10:05:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.89, 4294.97
Wed Sep 10 10:05:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.90, 4294.97
Wed Sep 10 10:05:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.90, 4294.97
Wed Sep 10 10:05:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.91, 4294.97
Wed Sep 10 10:05:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.91, 4294.97
Wed Sep 10 10:05:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.92, 4294.97
Wed Sep 10 10:05:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.93, 4294.97
Wed Sep 10 10:05:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.93, 4294.97
Wed Sep 10 10:05:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.94, 4294.97
Wed Sep 10 10:05:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.94, 4294.97
Wed Sep 10 10:05:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.95, 4294.97
Wed Sep 10 10:05:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.95, 4294.97
Wed Sep 10 10:05:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.96, 4294.97
Wed Sep 10 10:05:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.96, 4294.97
Wed Sep 10 10:05:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.97, 4294.97
Wed Sep 10 10:05:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.97, 4294.97
Wed Sep 10 10:05:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.98, 4294.97
Wed Sep 10 10:05:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.98, 4294.97
Wed Sep 10 10:05:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.99, 4294.97
Wed Sep 10 10:05:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 270.99, 4294.97
Wed Sep 10 10:05:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.00, 4294.97
Wed Sep 10 10:05:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.00, 4294.97
Wed Sep 10 10:05:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.01, 4294.97
Wed Sep 10 10:05:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.01, 4294.97
Wed Sep 10 10:05:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.02, 4294.97
Wed Sep 10 10:05:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.02, 4294.97
Wed Sep 10 10:05:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.03, 4294.97
Wed Sep 10 10:05:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.03, 4294.97
Wed Sep 10 10:05:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.04, 4294.97
Wed Sep 10 10:05:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.04, 4294.97
Wed Sep 10 10:05:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.05, 4294.97
Wed Sep 10 10:05:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.05, 4294.97
Wed Sep 10 10:06:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.06, 4294.97
Wed Sep 10 10:06:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.06, 4294.97
Wed Sep 10 10:06:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.07, 4294.97
Wed Sep 10 10:06:03 IST 2025, Tagging ..., <not set>, <not set>, 0.07, 271.08, 4294.97
Wed Sep 10 10:06:04 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 271.08, 4294.97
Wed Sep 10 10:06:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.09, 4294.97
Wed Sep 10 10:06:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.09, 4294.97
Wed Sep 10 10:06:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.09, 4294.97
Wed Sep 10 10:06:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.10, 4294.97
Wed Sep 10 10:06:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.10, 4294.97
Wed Sep 10 10:06:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.11, 4294.97
Wed Sep 10 10:06:11 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 271.12, 4294.97
Wed Sep 10 10:06:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.12, 4294.97
Wed Sep 10 10:06:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.13, 4294.97
Wed Sep 10 10:06:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.13, 4294.97
Wed Sep 10 10:06:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.14, 4294.97
Wed Sep 10 10:06:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.14, 4294.97
Wed Sep 10 10:06:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.15, 4294.97
Wed Sep 10 10:06:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.15, 4294.97
Wed Sep 10 10:06:19 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 271.16, 4294.97
Wed Sep 10 10:06:20 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 271.16, 4294.97
Wed Sep 10 10:06:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.17, 4294.97
Wed Sep 10 10:06:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.17, 4294.97
Wed Sep 10 10:06:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.18, 4294.97
Wed Sep 10 10:06:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.18, 4294.97
Wed Sep 10 10:06:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.19, 4294.97
Wed Sep 10 10:06:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.19, 4294.97
Wed Sep 10 10:06:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.20, 4294.97
Wed Sep 10 10:06:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.20, 4294.97
Wed Sep 10 10:06:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.21, 4294.97
Wed Sep 10 10:06:30 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 271.21, 4294.97
Wed Sep 10 10:06:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.22, 4294.97
Wed Sep 10 10:06:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.23, 4294.97
Wed Sep 10 10:06:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.23, 4294.97
Wed Sep 10 10:06:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.23, 4294.97
Wed Sep 10 10:06:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.24, 4294.97
Wed Sep 10 10:06:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.24, 4294.97
Wed Sep 10 10:06:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.25, 4294.97
Wed Sep 10 10:06:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.26, 4294.97
Wed Sep 10 10:06:39 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 271.26, 4294.97
Wed Sep 10 10:06:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.27, 4294.97
Wed Sep 10 10:06:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.27, 4294.97
Wed Sep 10 10:06:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.28, 4294.97
Wed Sep 10 10:06:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.28, 4294.97
Wed Sep 10 10:06:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.29, 4294.97
Wed Sep 10 10:06:45 IST 2025, Tagging ..., <not set>, <not set>, 0.04, 271.29, 4294.97
Wed Sep 10 10:06:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.30, 4294.97
Wed Sep 10 10:06:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.30, 4294.97
Wed Sep 10 10:06:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.31, 4294.97
Wed Sep 10 10:06:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.31, 4294.97
Wed Sep 10 10:06:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.32, 4294.97
Wed Sep 10 10:06:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.32, 4294.97
Wed Sep 10 10:06:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.33, 4294.97
Wed Sep 10 10:06:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.33, 4294.97
Wed Sep 10 10:06:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.34, 4294.97
Wed Sep 10 10:06:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.34, 4294.97
Wed Sep 10 10:06:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.35, 4294.97
Wed Sep 10 10:06:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.35, 4294.97
Wed Sep 10 10:06:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.36, 4294.97
Wed Sep 10 10:06:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.36, 4294.97
Wed Sep 10 10:07:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.37, 4294.97
Wed Sep 10 10:07:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.37, 4294.97
Wed Sep 10 10:07:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.38, 4294.97
Wed Sep 10 10:07:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.38, 4294.97
Wed Sep 10 10:07:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.39, 4294.97
Wed Sep 10 10:07:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.39, 4294.97
Wed Sep 10 10:07:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.40, 4294.97
Wed Sep 10 10:07:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.40, 4294.97
Wed Sep 10 10:07:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.41, 4294.97
Wed Sep 10 10:07:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.42, 4294.97
Wed Sep 10 10:07:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.42, 4294.97
Wed Sep 10 10:07:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.43, 4294.97
Wed Sep 10 10:07:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.43, 4294.97
Wed Sep 10 10:07:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.44, 4294.97
Wed Sep 10 10:07:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.44, 4294.97
Wed Sep 10 10:07:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.45, 4294.97
Wed Sep 10 10:07:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.45, 4294.97
Wed Sep 10 10:07:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.46, 4294.97
Wed Sep 10 10:07:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.46, 4294.97
Wed Sep 10 10:07:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.47, 4294.97
Wed Sep 10 10:07:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 271.47, 4294.97
Wed Sep 10 10:07:21 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 271.48, 4294.97
